ID,SMILES,UX,UY,MOLWT,SOLUBILITY,LOGP,NHACCEPT,NHDONER,NHETEROATOMS,NROTABLEBONDS,FRACCSP3,TPSA
CHEMBL1630130,O=C(CCN1CCCCC1)Nc1ccc(-c2cccn3c(=O)cc(N4CCOCC4)nc23)c2sc3ccccc3c12,6.188337326049805,8.437349319458008,567.7150000000004,-1.78,5.380500000000005,8,1,9,6,0.34375,79.18
CHEMBL1796294,CNC(=O)c1ccc(Oc2ccc(C(=O)NCc3ccncc3)cc2)cc1,8.078668594360352,4.104523181915283,361.401,-1.73,3.1635000000000018,4,2,6,6,0.09523809523809523,80.32
CHEMBL452791,COCCOCCOc1ccc(-c2cc(C(N)=O)c(NC(N)=O)s2)cc1,9.417627334594727,8.854722023010254,379.4380000000001,-1.68,2.0464,6,3,9,10,0.29411764705882354,125.9
CHEMBL2023350,Cc1nn(C2CCN(C)CC2)cc1-c1cnc(N)c(-c2nc3ccccc3o2)c1,10.718445777893066,9.484262466430664,388.47500000000014,-1.67,3.9106200000000024,7,1,7,3,0.3181818181818182,86.0
CHEMBL309573,COCCNS(=O)(=O)c1ccc(Nc2nccc(-c3cnc4ccccn34)n2)cc1,2.1512038707733154,0.2588731050491333,424.4860000000001,-3.15,2.4596,8,2,10,8,0.15,110.50999999999999
CHEMBL399772,Cc1cc(C)cc(-c2[nH]c3sc(C(C)(C)C(=O)N4C5CCC4CC5)cc3c2CCN2CCN(CC(=O)N3CCOCC3)CC2)c1,10.078413963317871,-9.304166793823242,631.8870000000001,-1.06,4.9631400000000045,6,1,9,8,0.6111111111111112,72.12
CHEMBL2325986,CC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccccc1,-8.985584259033203,3.1078600883483887,364.4530000000002,-1.01,2.133,5,3,7,4,0.35,99.93
CHEMBL1796297,O=C(NCc1ccncc1)c1ccc(Oc2ccc(C#CC3(O)CN4CCC3CC4)cc2)cc1,9.15445327758789,2.488523483276367,453.5420000000003,-0.97,3.6121000000000025,5,2,6,5,0.2857142857142857,74.69
CHEMBL2164682,N#CC1(NC(=O)C2CCCCC2C(=O)N2CCc3[nH]c4ccccc4c3C2)CC1,-4.159251689910889,1.7673254013061523,390.48700000000014,-0.04,3.0313800000000013,3,2,6,3,0.5217391304347826,88.99000000000001
CHEMBL2153175,CCCSc1ncccc1C(=O)N(C)C1CCCCC1,7.202905178070068,4.6916422843933105,292.4480000000001,-0.02,3.988400000000003,3,0,4,5,0.625,33.2
CHEMBL1899709,Cc1[nH]c2ccccc2c1CC#N,6.556397914886475,6.839433670043945,170.21499999999995,0.01,2.5424000000000007,1,1,2,1,0.18181818181818182,39.58
CHEMBL99689,CN(C)CC(O)COc1ccc(Nc2nccc(Nc3ccccc3C#N)n2)cc1,5.8172221183776855,7.750817775726318,404.4740000000001,0.04,3.136780000000001,8,3,8,9,0.22727272727272727,106.33
CHEMBL2171990,CS(=O)(=O)c1ccc(N2CCN(C(=O)C3CCCCC3C(=O)NCC#N)CC2)cc1,-3.833739995956421,2.0518696308135986,432.5460000000002,-0.56,1.1848800000000004,6,1,9,5,0.5714285714285714,110.58000000000001
CHEMBL181502,CN(C(=O)C1CCC1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,23.520797729492188,10.938912391662598,390.5710000000001,-0.55,4.931500000000005,2,0,3,7,0.5,23.550000000000004
CHEMBL2153189,CCCSc1nc(N2CCC(C(=O)O)CC2)ccc1C(=O)NC1CCCCC1,7.063082218170166,4.506054878234863,405.56400000000025,-0.51,3.947200000000003,5,2,7,7,0.6666666666666666,82.53
CHEMBL472210,CCn1c2nc(=O)n(C)c(=O)c-2cc2ccccc21,8.073836326599121,7.0402326583862305,255.27700000000002,-0.49,1.2198999999999995,5,0,5,1,0.21428571428571427,56.89
CHEMBL179128,Cc1cn(CC2CN(c3ccc(C4=CCS(=O)(=O)CC4)c(F)c3)C(=O)O2)nn1,7.956740856170654,6.864946365356445,406.4390000000002,-0.43,1.95292,7,0,10,4,0.3888888888888889,94.39
CHEMBL1888044,FC(F)(F)c1nnc2ccc(N3CCCC3)nn12,9.94908332824707,6.570163249969482,257.219,-0.38,1.7432999999999996,5,0,8,1,0.5,46.32000000000001
CHEMBL91863,Cc1ccccc1Nc1ncnc2ccccc12,6.718909740447998,7.715362071990967,235.29000000000002,-0.38,3.681820000000002,3,1,3,2,0.06666666666666667,37.81
CHEMBL1170047,NC(=O)c1ccc(I)c([N+](=O)[O-])c1,8.620536804199219,5.7963151931762695,292.032,-0.38,1.2983,3,1,6,2,0.0,86.23
CHEMBL473,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,7.305298805236816,6.517691612243652,441.57500000000016,-0.37,1.9828999999999997,6,2,10,11,0.3684210526315789,104.81
CHEMBL207235,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CC(OC)CC1C(N)=O,6.095607280731201,15.679922103881836,459.90900000000033,-0.36,3.249100000000001,7,2,10,7,0.3181818181818182,102.6
CHEMBL1940306,CS(=O)(=O)c1ccc(Oc2ccc(C#CC3(O)CN4CCC3CC4)cc2)cc1,9.092106819152832,2.518404483795166,397.4960000000002,-0.34,2.6906000000000008,5,1,6,3,0.36363636363636365,66.84
CHEMBL2031236,Cc1ccc(NC(=O)c2cscn2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,17.53499984741211,15.6338529586792,460.5630000000004,-0.34,3.154720000000001,8,1,9,4,0.25,83.36000000000001
CHEMBL2338347,CS(=O)(=O)c1ccc(C(CC2CCCC2)C(=O)Nc2cnc(C(O)CO)cn2)cc1Cl,6.2729811668396,5.369414329528809,467.975,-0.33,2.8618000000000006,7,3,10,8,0.47619047619047616,129.48000000000002
CHEMBL455467,Cc1ncc(-c2ccnc(Nc3ccc(C(=O)N4CCN(C)CC4)cc3)n2)n1C(C)C,1.9653362035751343,-0.3199840486049652,419.5330000000002,-0.32,3.3606200000000017,7,1,8,5,0.391304347826087,79.18
CHEMBL387125,CON(C)C(=O)c1c(Cn2c(C)nc(Cl)c2Cl)sc2c1c(=O)n(C)c(=O)n2CC(C)C,9.286564826965332,5.938748836517334,488.3970000000002,-0.29,2.9111200000000013,9,0,12,6,0.47368421052631576,91.36000000000001
CHEMBL2031237,Cc1ccc(NC(=O)c2cncs2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,17.5561466217041,15.655062675476074,460.5630000000004,-0.27,3.154720000000001,8,1,9,4,0.25,83.36000000000001
CHEMBL2178947,Cc1nc(C)c(-c2ccc3c(c2)CCC32CCC(CC(=O)O)CC2)nc1C(N)=O,10.197147369384766,7.958152770996094,393.48700000000014,-0.25,3.708240000000001,4,2,6,4,0.4782608695652174,106.16999999999999
CHEMBL2164668,N#CC1(NC(=O)C2CCCCC2C(=O)N2CCc3oc4ccccc4c3C2)CC1,-4.163946151733398,1.757228136062622,391.4710000000002,-0.24,3.296280000000001,4,1,6,3,0.5217391304347826,86.34
CHEMBL217464,CN1CCC(Oc2cc(OCCF)cc3ncnc(Nc4c(Cl)ccc5c4OCO5)c23)CC1,5.7647318840026855,13.88813304901123,474.92000000000024,-0.12,4.576800000000003,8,1,10,7,0.391304347826087,77.97000000000001
CHEMBL188167,COc1cc2ncnc(Nc3cc(NC(=O)c4ccnc(N5CCOCC5)c4)ccc3C)c2cc1OCCN1CCCCC1,7.1978559494018555,13.387996673583984,597.72,-0.09,5.039020000000005,10,2,11,10,0.3939393939393939,113.97000000000001
CHEMBL472618,N#Cc1nc(NC2CCCC2)c(N)c(N2CCOCC2)n1,6.433928489685059,8.435271263122559,288.355,-1.45,1.1215799999999998,7,2,7,3,0.6428571428571429,100.09
CHEMBL296572,COc1cccc(-c2c[nH]c(-c3ccccc3)n2)c1,7.856173515319824,8.074729919433594,250.30100000000002,-1.44,3.7523000000000017,2,1,3,3,0.0625,37.91
CHEMBL277499,Oc1cc(-c2ccccc2)nc2c(O)cccc12,7.7532148361206055,8.370122909545898,237.25799999999998,-1.38,3.3130000000000015,3,2,3,1,0.0,53.35000000000001
CHEMBL183293,CN(C(=O)Cc1ccc(Cl)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,23.57670021057129,10.889167785644531,461.0490000000002,-1.37,6.027500000000007,2,0,4,8,0.3448275862068966,23.550000000000004
CHEMBL2336321,CNC(=O)c1cc(-c2ccc3c(N4CCOCC4C)nc(N4CCOCC4C)nc3n2)ccc1OC,6.758302211761475,8.943209648132324,492.58000000000027,-1.36,2.5102,9,1,10,5,0.46153846153846156,101.94000000000001
CHEMBL1497967,CN(C(=O)c1ccco1)c1nnc(C23CC4CC(CC(C4)C2)C3)s1,8.271851539611816,6.530545234680176,343.4520000000001,-2.52,3.8755000000000033,5,0,6,3,0.6111111111111112,59.230000000000004
CHEMBL238620,COc1ccc(C(=O)CS(=O)(=O)c2ccccc2)cc1,7.49940299987793,5.982359409332275,290.34,-1.27,2.351800000000001,4,0,5,5,0.13333333333333333,60.440000000000005
CHEMBL2153176,CCCSc1ncccc1C(=O)NC1CCC(F)(F)CC1,7.119512557983398,4.624199867248535,314.40100000000007,-1.22,3.8914000000000026,3,1,6,5,0.6,41.99
CHEMBL327504,CN(C)C(=O)C(Cc1ccccc1)NC(=O)c1cc2cc(F)ccc2[nH]1,3.5499720573425293,2.8775367736816406,353.39700000000005,-2.44,2.7363,2,2,6,5,0.2,65.2
CHEMBL1809062,COc1cc(N2CCN(CCO)CC2)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1,15.907020568847656,-8.810403823852539,479.9720000000002,-1.18,3.3112000000000004,9,2,10,7,0.2916666666666667,91.05
CHEMBL1824364,O=C(Nc1cccc(O)c1)c1ccc(OCCCN2CCCC2)cc1OCc1ccc(F)cc1,0.08020579069852829,23.79258155822754,464.53700000000026,-2.3,5.227300000000005,5,2,7,10,0.2962962962962963,71.03
CHEMBL133839,O=C(O)c1cc2cc(Cl)ccc2n1Cc1ccc(Cl)c(Cl)c1,11.871294021606445,6.688745498657227,354.6200000000001,-1.09,5.348000000000002,2,1,6,3,0.0625,42.23
CHEMBL447571,Cc1ccc(C=C2SC(O)=NC2=O)cc1,8.63135814666748,6.466233730316162,219.26500000000001,-1.07,2.52332,2,1,4,1,0.09090909090909091,49.660000000000004
CHEMBL2147316,COc1cnc(-c2ccccc2C(F)(F)CNC(=O)c2ccc(COCC(F)(F)F)nc2)cn1,7.6506218910217285,5.543419361114502,482.40900000000016,-1.07,4.147900000000003,6,1,12,9,0.2727272727272727,86.23
CHEMBL1977402,Cc1cc(S(=O)(=O)Nc2nc(Nc3ccc(Cl)cc3)n[nH]2)c(S)cc1Cl,7.149070739746094,7.079929828643799,430.3420000000001,-1.06,4.253020000000001,6,4,11,5,0.06666666666666667,99.77000000000001
CHEMBL384684,CC(NC1=NC(=O)C(C)(C(F)(F)F)S1)c1ccccc1F,7.365345478057861,7.105953693389893,320.311,-1.06,3.426700000000001,3,1,8,2,0.38461538461538464,41.46
CHEMBL1762529,COc1cc(CO)cc(N(C)c2ccnc(Nc3cc(N4CCOCC4)cc(N4CCOCC4)c3)n2)c1,2.364523410797119,8.43924331665039,506.6070000000005,-0.71,3.162200000000002,10,2,10,8,0.4074074074074074,95.45
CHEMBL1163764,O=C(c1ccc(F)cc1)C1CCN(C(=O)c2ccccc2)CC1,10.379319190979004,5.119308948516846,311.35600000000005,-0.7,3.560800000000002,2,0,4,3,0.2631578947368421,37.38
CHEMBL401352,CC(=O)N1CCN(CC(O)CN2CCN(CCc3c(-c4cc(C)cc(C)c4)[nH]c4sc(C(C)(C)C(=O)N5C6CCC5CC6)cc34)CC2)CC1,10.085878372192383,-9.29733943939209,688.9829999999997,-0.67,4.6293400000000045,7,2,10,10,0.6410256410256411,86.36
CHEMBL1796285,Cc1ccc(Oc2ccc(C(=O)NCCO)cc2)cc1,8.11010456085205,4.4427008628845215,271.316,-0.59,2.5094200000000004,3,2,4,5,0.1875,58.56
CHEMBL2010838,CN(C(=O)Cc1ccc(-n2cnnn2)cc1)C1CCN(Cc2ccc(C(F)(F)F)cn2)CC1,23.798587799072266,10.245952606201172,459.4760000000002,-0.58,2.741600000000001,7,0,11,6,0.4090909090909091,80.04
CHEMBL2153302,CCCOc1nc(N2CCCC(CC(=O)O)C2)ccc1C(=O)NC1CCCCC1,7.1301798820495605,4.547327041625977,403.52300000000025,-0.26,3.6240000000000023,5,2,7,8,0.6818181818181818,91.75999999999999
CHEMBL445102,OC1(c2ccc(Cl)cc2)CCN(Cc2c[nH]c3ccccc23)CC1,9.243307113647461,6.385392189025879,340.8540000000001,-0.25,4.304900000000003,2,2,4,3,0.3,39.26
CHEMBL1778369,COCC(C)Oc1cc(Oc2ccc(Cl)cc2)cc(C(=O)Nc2ccc(C(=O)O)cn2)c1,-3.1023459434509277,-5.521129131317139,456.8820000000002,-0.11,4.891500000000004,6,2,9,9,0.17391304347826086,106.98000000000002
CHEMBL1486359,COC1=C(c2ccccc2)C(=O)c2ccccc2C1=O,8.174752235412598,7.54550313949585,264.28,-2.09,3.123300000000002,3,0,3,2,0.058823529411764705,43.370000000000005
CHEMBL114427,CNC(=O)C(Cc1ccccc1)NC(=O)C(CC(C)C)C(CSc1ccccc1)C(=O)NO,8.225640296936035,5.244510650634766,471.62300000000016,-1.95,3.0361000000000002,5,4,8,12,0.4,107.53000000000002
CHEMBL1164653,O=C(c1ccc(F)cc1)C1CCN(C(=O)c2ccc(Cl)cc2)CC1,10.380882263183594,5.181118965148926,345.80100000000004,-1.9,4.2142000000000035,2,0,5,3,0.2631578947368421,37.38
CHEMBL2325714,CS(=O)(=O)C1(c2cc(N3CCOCC3)nc(-c3cccc(N)c3)n2)CC1,5.132190704345703,9.91431999206543,374.46600000000007,-1.88,1.5960999999999994,7,1,8,4,0.4444444444444444,98.41
CHEMBL379601,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)CC(N)=O,6.249831199645996,15.92793083190918,403.84500000000025,-1.88,3.0916000000000015,6,2,9,7,0.21052631578947367,93.37
CHEMBL233447,O=C(NC1Cc2ccccc2N(CCO)C1=O)c1cc2cc(Cl)sc2[nH]1,15.697491645812988,0.4136369824409485,389.864,-1.86,2.5628,4,3,8,4,0.2222222222222222,85.43
CHEMBL1762534,COc1cccc(N(C)c2ccnc(Nc3cc(N4CCOCC4)cc(N4CCOCC4)c3)n2)n1,2.398313045501709,8.4824800491333,477.56900000000047,-1.81,3.0649000000000015,10,1,10,7,0.4,88.11
CHEMBL180685,CN(C(=O)Cc1ccc(Br)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,23.60324478149414,10.900890350341797,505.5000000000003,-1.66,6.136600000000007,2,0,4,8,0.3448275862068966,23.550000000000004
CHEMBL1835912,CCOC(=O)c1ccc(OCCC2CCN(c3ccc(C)nn3)CC2)nc1,12.58837604522705,5.010207653045654,370.4530000000001,-1.05,3.0422200000000013,7,0,7,7,0.5,77.44000000000001
CHEMBL249982,Cc1cc(C)cc(-c2[nH]c3sc(C(C)(C)C(=O)N4C5CCC4CC5)cc3c2CCN2CCC(C(=O)N3CCOCC3)CC2)c1,10.093996047973633,-9.289883613586426,616.8720000000001,-1.04,6.057540000000007,5,1,8,7,0.6111111111111112,68.88000000000001
CHEMBL1539144,COc1cc(S(N)(=O)=O)c(OC)cc1N,7.465134143829346,6.525538444519043,232.261,-1.03,-0.0666000000000001,5,2,7,3,0.25,104.64
CHEMBL476518,Cc1ncc(-c2ccnc(Nc3ccc(N(C)C)cc3)n2)n1C(C)C,1.8402692079544067,-0.29395171999931335,336.44300000000004,-1.0,4.0390200000000025,6,1,6,5,0.3157894736842105,58.870000000000005
CHEMBL1313164,Cc1nc(CSc2ccc(Cl)cc2)cc(N2CCOCC2)n1,5.424072265625,9.594902038574219,335.8600000000002,-0.97,3.5673200000000023,5,0,6,4,0.375,38.25
CHEMBL1485846,Oc1nc(-c2ccccc2)c(-c2ccccc2)o1,7.825369358062744,8.077783584594727,237.25799999999998,-0.97,3.7142000000000017,3,1,3,2,0.0,46.260000000000005
CHEMBL1916283,Cc1ccc(S(=O)(=O)Nc2c(C(=O)NC(C)C(C)(C)C)c(C)nn2-c2ccccc2)cc1,6.233096122741699,3.904508590698242,454.5960000000002,0.0,4.454340000000004,5,2,8,6,0.3333333333333333,93.09
CHEMBL371688,COc1ccc(Cl)c(Nc2ncnc3cc(OCCN4CCN(C)CC4)cc(OC(C)C)c23)n1,5.781947135925293,13.698894500732422,487.0040000000004,0.0,3.8438000000000025,9,1,10,9,0.4583333333333333,84.87
CHEMBL402584,Fc1ccc(Nc2nccc(Nc3c(Cl)ccc4c3OCO4)n2)cc1,3.3848302364349365,8.41457748413086,358.76000000000016,-2.21,4.485000000000002,6,2,8,4,0.058823529411764705,68.30000000000001
CHEMBL73189,Cc1nc2ccccn2c1-c1ccnc(Nc2cccc(Cl)c2)n1,7.054197311401367,8.132126808166504,335.79800000000006,-2.19,4.4967200000000025,5,1,6,3,0.05555555555555555,55.11
CHEMBL1545637,O=C(c1ccc(Cl)cc1)C1CCN(C(=O)c2ccc(F)cc2)CC1,10.326253890991211,5.215311050415039,345.8010000000001,-2.19,4.2142000000000035,2,0,5,3,0.2631578947368421,37.38
CHEMBL1277620,COc1cc2ncnc(Nc3ccc(Br)cc3F)c2cc1OC,7.044990062713623,14.126675605773926,378.20100000000014,-2.17,4.292200000000003,5,1,7,4,0.125,56.27000000000001
CHEMBL222102,O=c1cc(-c2cccc3c2Sc2ccccc2S3)oc(N2CCOCC2)c1,8.0867919921875,7.621502876281738,395.5050000000002,-2.15,4.759200000000003,6,0,6,2,0.19047619047619047,42.68000000000001
CHEMBL1669157,O=C(CN1CCOCC1)Nc1ccc(-c2cccc3c(=O)cc(N4CCOCC4)oc23)cc1O,1.6764369010925293,5.937083721160889,465.50600000000037,-2.14,2.2729000000000004,8,2,9,5,0.36,104.48
CHEMBL251578,Cc1cc(C)cc(-c2[nH]c3sc(C(C)(C)C(=O)N4C5CCC4CC5)cc3c2CCN2CCC(N3CCOCC3)CC2)c1,10.126120567321777,-9.255644798278809,588.8620000000002,-2.14,6.283340000000007,5,1,7,7,0.6285714285714286,51.81
CHEMBL373013,COc1cc2c(Nc3ncc(CC(=O)Nc4cccc(F)c4)s3)ncnc2cc1OCCCNCCO,7.536205768585205,15.022377014160156,526.5940000000004,-3.4,3.509600000000002,10,4,12,13,0.28,130.52
CHEMBL2325743,CC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,-9.038039207458496,3.1601264476776123,398.89800000000025,-0.96,2.7864000000000013,5,3,8,4,0.35,99.93
CHEMBL289959,c1ccc(Nc2ncnc3ccccc23)cc1,6.7311906814575195,7.638426303863525,221.26300000000003,-0.88,3.373400000000001,3,1,3,2,0.0,37.81
CHEMBL370152,O=C(O)c1c(Sc2ccccc2)c2cc(Cl)ccc2n1Cc1ccc(Cl)cc1,11.524377822875977,6.627704620361328,428.34000000000015,-0.88,6.845800000000003,3,1,6,5,0.045454545454545456,42.23
CHEMBL1426965,FC(F)(F)c1nnc2ccc(N3CCCCCC3)nn12,9.972932815551758,6.5919623374938965,285.27299999999997,-0.88,2.5235000000000003,5,0,8,1,0.5833333333333334,46.32000000000001
CHEMBL488084,Cc1ncc(-c2ccnc(Nc3ccc(C(N)=O)cc3)n2)n1C(C)C,1.9217559099197388,-0.3807297646999359,336.39900000000006,-0.87,3.0719200000000013,6,2,7,5,0.2222222222222222,98.72
CHEMBL12,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,7.693722724914551,7.568324089050293,284.74600000000004,-0.86,3.153800000000002,2,0,4,1,0.125,32.67
CHEMBL29611,COc1cc2cc(O)nc(C)c2cc1OC,7.384166717529297,6.753777980804443,219.23999999999998,-0.68,2.26602,4,1,4,2,0.25,51.58
CHEMBL434063,CN(CCOc1ccc(CC(Nc2ccccc2C(=O)c2ccccc2)C(=O)O)cc1)c1ccccn1,6.308123588562012,6.023009777069092,495.5790000000002,-0.66,4.9356000000000035,6,2,7,12,0.16666666666666666,91.76
CHEMBL2137932,CC(O)(C(=O)c1ccccc1)c1ccccc1,8.056417465209961,5.78222131729126,226.275,-0.17,2.777000000000001,2,1,2,3,0.13333333333333333,37.3
CHEMBL107955,CCOC(=O)N1CCN(C(=O)C(Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2c(C(C)C)cc(C(C)C)cc2C(C)C)CC1,7.966031074523926,6.028539657592773,613.825,-0.16,4.531170000000004,6,3,11,11,0.53125,145.89
CHEMBL2088098,Cc1cc(CNc2nccc(Nc3cc(C)[nH]n3)n2)on1,4.287755966186523,6.280677795410156,285.31100000000004,-0.09,2.1602399999999995,7,3,8,5,0.23076923076923078,104.55
CHEMBL1875812,Cc1cc(C)c(N2C(=O)CC(Sc3ccccc3N)C2=O)c(C)c1,7.913804531097412,6.834716320037842,340.44800000000015,-2.03,3.618260000000001,4,1,5,3,0.2631578947368421,63.4
CHEMBL509599,NC(=O)Nc1sc(-c2ccc(OC(F)(F)F)cc2)cc1C(N)=O,9.354647636413574,8.790657997131348,345.3020000000001,-1.96,2.903200000000001,4,3,10,4,0.07692307692307693,107.44
CHEMBL1762536,Cc1ccc(CO)cc1N(C)c1ccnc(Nc2cc(N3CCCC3)cc(N3CCOCC3)c2)n1,2.3010692596435547,8.404236793518066,474.60900000000044,-1.94,4.225620000000003,8,2,8,7,0.4074074074074074,76.99000000000001
CHEMBL250130,CC(COc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)N(C)C(=O)CO,5.070261001586914,14.417202949523926,507.97800000000024,-1.85,4.218800000000003,8,2,10,10,0.23076923076923078,109.7
CHEMBL1824371,O=C(Nc1cccc(O)c1)c1ccc(OCCCN2CCCC2)cc1OCc1cccc(F)c1,0.08234911412000656,23.795503616333008,464.53700000000026,-1.83,5.227300000000005,5,2,7,10,0.2962962962962963,71.03
CHEMBL1940279,O=C(NCc1ccnc2ccccc12)c1ccc(Oc2ccc(C#CC3(O)CN4CCC3CC4)cc2)cc1,9.144255638122559,2.503120183944702,503.6020000000004,-2.08,4.765300000000004,5,2,6,5,0.25,74.69
CHEMBL1809191,CC(=O)N1CCN(c2ccc(Nc3nccc(-c4cnc5ccccn45)n3)cc2)CC1,2.1453373432159424,0.20977544784545898,413.4850000000002,-2.07,3.203400000000002,7,1,8,4,0.21739130434782608,78.66000000000001
CHEMBL1461377,O=C(c1ccc(F)cc1)C1CCN(C(=O)NCc2ccccc2)CC1,10.457504272460938,5.089800834655762,340.3980000000001,-2.0,3.630200000000002,2,1,5,4,0.3,49.410000000000004
CHEMBL472,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,7.9691338539123535,4.6821980476379395,494.0130000000003,-1.98,3.641700000000003,5,3,10,8,0.391304347826087,113.6
CHEMBL380673,CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CCC3)c(Cc3ccccc3C(F)(F)F)sc21,9.305936813354492,5.931706428527832,479.5240000000001,-1.38,3.8732000000000033,6,0,10,5,0.43478260869565216,64.31
CHEMBL1307677,CC(=O)c1noc(C)c1C(=O)Nc1nccs1,6.436044216156006,5.2734694480896,251.26700000000002,-1.33,1.89442,6,1,7,3,0.2,85.09
CHEMBL339851,O=C(O)c1cc2cc(C(F)(F)F)ccc2n1Cc1ccc(Cl)c(Cl)c1,11.89284896850586,6.711140155792236,388.172,-1.29,5.713400000000002,2,1,8,3,0.11764705882352941,42.23
CHEMBL1743245,Cc1ccccc1N=Nc1ccc(NC(=O)c2ccnn2C)c(C)c1,7.306606769561768,5.467000961303711,333.3950000000001,-2.49,4.704640000000004,5,1,6,4,0.15789473684210525,71.64000000000001
CHEMBL2023118,CCn1cc(NC(=O)Cc2ccc(Oc3ccnc4cc(OC)ccc34)cc2OC)cn1,10.313438415527344,15.142659187316895,432.4800000000002,-2.49,4.441900000000003,7,1,8,8,0.20833333333333334,87.50000000000001
CHEMBL2036755,O=C(Nc1ccc(Cl)c(Cl)c1)N1CCN(CC2CCCN(CCc3ccccc3)C2)CC1,8.685282707214355,4.444976806640625,475.4640000000004,-1.22,5.097600000000005,3,1,7,6,0.48,38.82000000000001
CHEMBL2088108,Cc1cc(Nc2ccnc(NCc3cc(C4CC4)no3)n2)n[nH]1,4.293495178222656,6.259294509887695,311.349,-1.2,2.7292199999999998,7,3,8,6,0.3333333333333333,104.55000000000001
CHEMBL257478,Cc1ccc(Oc2ccc(Nc3ncnc4cccc(OC(C)C(=O)N(C)CCO)c34)cc2C)cn1,4.100444316864014,14.757163047790527,487.56000000000034,-1.2,4.395540000000002,8,2,9,9,0.25925925925925924,109.7
CHEMBL2105728,CC1(COc2ccc3c(c2)ncn3-c2ccc3cccc(N4CCC(N)CC4)c3n2)COC1,8.015828132629395,7.482903480529785,443.5510000000004,-2.29,3.916500000000001,7,1,7,5,0.38461538461538464,78.43
CHEMBL250770,Cc1cc(C)cc(-c2[nH]c3sc(C(C)(C)C(=O)N4C5CCC4CC5)cc3c2C(=O)CN2CCN(CC(=O)N3CCCC3)CC2)c1,9.999909400939941,-9.383785247802734,629.871,-1.15,5.366940000000006,6,1,9,8,0.5833333333333334,79.96
CHEMBL256115,CCCNCc1cnc(-c2ccc(C(=O)Nc3ccccc3N)cc2)s1,4.901619911193848,4.86423397064209,366.49000000000007,-0.17,4.144200000000002,5,3,6,7,0.2,80.04
CHEMBL1916085,Cc1ccc(S(=O)(=O)Nc2c(C(=O)N(C)C3CCCCC3)cnn2-c2ccccc2)cc1,6.307977676391602,4.004917621612549,452.5800000000002,-0.05,4.386220000000004,5,1,8,6,0.3333333333333333,84.30000000000001
CHEMBL1164745,O=C(c1ccc(F)cc1)C1CCN(C(=O)c2cccc(OC(F)(F)F)c2)CC1,10.539325714111328,5.098972320556641,395.3520000000001,-1.96,4.459400000000003,3,0,8,4,0.3,46.61
CHEMBL402553,Clc1cc(Nc2ncnc3[nH]nc(OCCN4CCCC4)c23)ccc1OCc1ccccn1,4.790814399719238,14.17583179473877,465.94500000000033,-1.92,4.198500000000003,8,2,10,9,0.30434782608695654,101.08000000000001
CHEMBL233238,O=C(CN1C(=O)C(NC(=O)c2cc3cc(Cl)sc3[nH]2)Cc2ccccc21)NC(CO)CO,15.73351764678955,0.37905153632164,476.9420000000002,-1.77,1.0398999999999996,6,5,11,7,0.2857142857142857,134.76000000000002
CHEMBL344319,Cc1c(CCC(=O)O)c[nH]c1C=C1C(=O)Nc2ccccc21,8.335659980773926,6.037132263183594,296.326,-0.68,2.833020000000001,2,3,5,4,0.17647058823529413,82.19
CHEMBL215559,COCCN1CCC(Oc2cc3c(Nc4cc(Cl)ccc4F)ncnc3cc2OC)CC1,6.5376362800598145,14.662858009338379,460.93700000000024,-0.68,4.664100000000003,7,1,9,8,0.391304347826087,68.74000000000001
CHEMBL1427458,Cc1ccc(Oc2ccc(C(=O)NCc3ccncc3)cc2)cc1,8.051909446716309,4.141444683074951,318.37600000000003,-2.06,4.112320000000002,3,1,4,5,0.1,51.22
CHEMBL150817,COCCOc1cc2nccc(Nc3ccc(Cl)cc3F)c2cc1OC,6.9047136306762695,14.05007266998291,376.8150000000001,-1.47,4.804700000000004,5,1,7,7,0.21052631578947367,52.61
CHEMBL2036762,Cc1ccc(NC(=O)N2CCN(CC3CCCN(C4CC4)C3)CC2)cc1Cl,8.68525505065918,4.447558403015137,390.9590000000002,-0.24,3.6723200000000027,3,1,6,4,0.6666666666666666,38.82000000000001
